Hashtags,Video ID,create_time,username ,region,video_description,like_count,comment_count,share_count,view_count ,Comments
#RussiaATerroristState,6874609158096932098,20-09-2020,warpash_off,Russia,our physical trainers are the toughest 💪😂,290500,933,20600,3.5M,"1. I always hear every days s happy day 2.  russia 3.  I need such a physical education teacher, it would be twice as fun if there is a physical education teacher Sergey😄😄😄 4.   We are disappointed that the Russians are not 😂😂 5.  
As if America is normal and Russia is not normal 6.  Great country Russia 🇷🇺 😂😂 7.  So, know ours, it’s not in vain that grandma says that only in Russia people have always lagged behind theirs💪💪💪💪 8.  But it’s normal that the Russians played on the battlefield😳"
#RussiaATerroristState,7070879892186991873,03-03-2022,svetlana_sergeevna888,Russia,No Description,709700,21200,11800,11.7M,"1. But it seems to me that the strength lies in ordinary guys! It’s a show here, but ordinary guys are fighting for us 2.  Wagner, everyone forgot about them😔Prigozhin was a worthy commander, we remember and mourn😢 3.  THANKS TO ALL THE GUYS WHO ARE THERE!!!!!!!!!!!!!!!!!!!!!!!! TO ALL THE DEAD - ETERNAL MEMORY!!!!!! TO ALL LIVING - ETERNAL GLORY!!!! 4.  TO THE CHECHEN PEOPLE, GREAT THANK YOU FOR SUPPORTING US IN A DIFFICULT MOMENT!!!!! 5.  Russia is not a nationality, it is a soul💪 6.  Come back alive, brothers! You are our future!!!!! 7.  Chechens respect you, but when you are there, our guys will die there first"
#RussiaATerroristState,7070409795559263489,02-02-2022,russiapadre,Russia,🇷🇺🤝🇺🇦,969900,17600,12300,20.2M,"1. Don't be shy, cry. These are tears of pride. I'm 47 years old, man, there are always tears too 2.  Tears flow randomly 3.  Thanks to our WWII and Home Front Veterans. To the people of the USSR. We remember and honor. Low bow to you. Thanks for the victory. 4.  Not everything is lost in our children.💪🏻💪🏻💪🏻🙏🏻🙏🏻 5.  Memory cannot be forgotten. If people forget the past, they have no future!!! 6.  The West has already rewritten history, but we know the victory is ours"
#RussiaIsATerroristState,7027425386313043202,06-11-2021,sterlead_ksu,Russia,More to come 🤟,4200000,41300,41000,48.8M,"1. when villains are beautiful in their youth🗿🚬 2.  Damn, Tugarin Zmey looks better than the rest in his youth😂 3.  Tugarin in his youth was like this: WHERE IS MY GOLD😈 4.  Tihan is not suitable. He was also a hero, that is, a massive guy 5.  Tugarin in general 😳😳😳"
#RussiaIsATerroristState,7061255869157133570,05-02-2022,russiatop_off,Russia,No Description,25700,883,166,448.9k,"1. АВТОР ЗАКРЕПИ В 2022 ГОДА КОГДА НАСТУПИЛ ЭТОТ ГОД ГЕРМАНИЯ ВЫШЛА ИЗ НАТО И ПРИСОЕДИНИЛАСЬ К РОССИЕЙ 2. сегодня в Германии был парад за Россию песни Катюши включали ,с флагом ходили .Мамина лучшая подруга тоже там была. 3. Да Россия блин всех любит кто за неё ¯\_(ツ)_/¯🇷🇺❤ 4. с Россией прям в точку 5. Я тибя люблю🥰🍻😩🇩🇪 6. вообще сейчас Германия с Россией 7. Беларусь, КНДР, Казахстан.
‼️НЕ ТОЧНО ‼️"
#RussiaIsATerroristState,7065018695768182017,15-02-2022,posnega,Russia,🇷🇺💪,291300,2588,4197,4.1M,"1. Russia 🇷🇺 💪💞 2.  My son is growing up and I want us to live in a normal society! boy means boy, girl means girl! 3.  RUSSIAN WARRIORS ARE THE BEST. HONOR AND GLORY TO THEM. GOD BLESS YOU GUYS 👍👍👍👊👊👊🙏🙏🙏🙏💖💖💖💖💖 4.   Dear sons, may your guardian angel protect you all, God help you 5.  We have brave warrior guys!!!! 6.  I'm 19, I signed a contract, I think I did everything right 7.  Not in the eyebrow, but in the eye. Respect. 🤝👍🇷🇺💪✈️ 8.  God bless Russia!!"
#RussiaIsATerroristState,7062593838342311170,08-02-2022,sovietzoca,Russia,1 par,12900,1544,49,182.2k,"1. Russia top 👌 2.  I don’t add, I multiply 3.  I agree with you completely 4.  ahaha Greece has zero chance against Turkey, who is for Turkey? 5.  Why put 2 Russia in the second comparison? 6.  you support those who are stronger, understandably, and those who start the war"
#RussiaIsATerroristState,7051198820935273729,09-01-2022,brus6000,Russia,Information taken from the source. What are Russia 🇷🇺 and the USA afraid of? 🇺🇸,126900,5765,727,1.7M,"1. correction Russia was not afraid of anything, is not afraid and will not be afraid of anythingand the USA is afraid of RUSSIA! 2.  Ukraine in NATO is impossible 3.  but Serbia will still remain with us despite all of the above😘🇷🇸 4.  Listen, show me a man who is not afraid of World War 3 5.  Don't underestimate the enemy. The enemy is very dangerous. 6.  Russia will never be afraid of anything 7.  the real Russia is not a fighter, there is nothing and no one we are strength brothers sisters Victory is ours Hurray hurray hurray"
#RussiaIsATerroristState,7066103300025765122,18-02-2022,,Russia,😭 The children's gaming platform Roblox cannot cope with the little people who engage in virtual sex😔,740800,20900,43500,6.8M,"1.he just can’t donate, so he’s offended 2. roblox creator:💀.. 3. envies 4. the same developer of Brookhaven🗿 5. они специально все названия с неправильным ударением читают 😰 6. у них подготовка к кибер спорту 7. мне кажется или тот чел который всё это рассказывает, чуть не разрывается от смеха 8. он просто задонатить не может, вот и обиделся 9. чел сам смех пытается сдержать"
#ukrainewarrussia,7070478611777604866,02-03-2022,@aleksanina.k,Russia,Проверено! Работает,8518,119,464,661k,"1.Русские готовы со всем смириться и все стерпеть 2. А ещё в настройках можно дату поменять на 2012 и брать доллар по 30 3. Если банк эквайер относится к санкционному, то он в любом случае не сможет принимать оплату 4. Пока все ок, спокойно все оплачиваю😏 5. Сегодня уже оплата не прошла в Дикси 🥲"
#ukrainewarrussia,7069141309180726530,26-02-2022,@zenit456_,Russia,RU,4453,332,53,462.2k,"1.я думаю всех найдут и всех накажут. всё за всё ответят. Путин и Кадыров слов на ветер не бросают 2. насмотрелся фильмов и решил так же подержать автомат хотя он походу его тогда в первые держал😂😂 3. заяц ты меня слышешь мы идём за тобой 4. смех и грех🤣🤣 5. он ещё жив,кто нибудь знает?😂 6. Нет, он прячется за гражданскими. Прикрывается живым щитом"
#ukrainewarrussia,7068900013346278657,25-02-2022,@igor__putin,Russia,Второй день войны,115600,2566,4756,4.6M,"1.Господь да пускай будет мир во всем мире. 🙏🙏 2. Храни,Господь,наших Российских ребят 🙏🙏🙏 3. Как жаль что так!
Но по другому никак!😌 4. я думаю после сектор газа всём понятно различие между войной и сво 5. мальчишки берегите себя😳😳😳 6. хочу проснуться на другой планете где НЕТ войны и болезни 7. Боги с Россией🙏❤️"
#ukrainewarrussia,7071372910782369026,04-03-2022,@sabinkazzz,Russia,Мы просто люди,1390,67,19,7462,"1.Нет войне! Украине - мир, России - свободу! 2. спасибо всем смелым людям, кто выходит!!!! вы герои!!!!! 3. Для продвижения 💔 4. Нет войне! Этому нет никакого оправдания. Путин нас всех погубит, долой диктатора! 5. комментарий для продвижения этого видео в рекомендации 6. не понимаю, ОМОНовцам норм так людей заламывать? Они понимают, что делают аморальные вещи? 7. нет войне! слава Украине!!!"
#ukrainewarrussia,7068377660052835585,24-02-2022,@o.bsp,Russia,СТОПВОЙНА ⛔️⛔️⛔️,1597,44,200,70.4k,"1.мой брат служит в лнр,нас ждёт победа😈 2. берегите себя, вас ждут дома. 3. как мне жалко очень у меня тоже дядя уехал сегодня и папа наверное ещё бумага не пришла 🥺🥺🥺😓😭😭 4. Ребятки берегите себя ..Родные наши возвращайтесь мы вас ждем.. 5. только вернитесь 6. спаси Господи детей наших 7. братья мы всех победим там 8.  дай бог вам жизни,я с вами тоже еду добровольцем.. за родину😳 которая про нас давно забыла"
#ukrainewarrussia,7070969637449633025,03-03-2022,@darya_keller,Russia,Так и помереть не жалко,83400,866,3026,870.3k,"1.психолог: научитесь радоваться всему, даже мелочам
я: 😎
психолог: 😨 2. И потом банк за секунд строит бункер за который тоже платить будешь ты😂😂😂 3. Не вижу минусов, вижу одни плюсы 4. не нужно будет вставить каждый день на работу 5. А после этого надо сдавать ЕГЭ? 6. Зато не нужно копить деньги на переезд в другую страну 🥳🥳🥳 7. Эти мысли стали посещать меня чаще с приобретением кв в ипотеку 8.  Это будет лучший день моей жизни) 9. На следующий день мама всеравно в школу отправит :("
#ukrainewarrussia,7069843536350334209,28-02-2022,@yorllchll,Russia,"очередной фейк, не ведитесь",3585,292,67,261.8k,"1.Каждой нации нужны герои, даже если их не существует в реальности, но в трудное время это может поднять боевой дух. актуально для любой страны 2. Где вы украинцы 3. по моим данным ""призрак Киева"" это некий Денис Сухарев 4. призрака Киева никогда не существовала, о нем еще в 2018 говорили 5. Никто не сливал лицо призрака, это был очевидный фотошоп 6. по словам украинцев их армия уже к Москве подходят 7. факт того что он лишил вас 21 самолёта, ни чуть не смутил 8.  призрак это целая бригада была 9. призрак это целая бригада была"
#war,7069071449532812546,26-02-2022,@toporwar,Russia,"Украинские СМИ опубликовали видео, где пленный российский солдат отвечает на вопросы",1698,155,145,312.7k,"1.братское сердце, здоровья тебе, надеюсь вернулся домой живым! 2. Миша, мишулька, мы тебя не осуждаем, пойми!!! ты все равно для нас герой!! 3. бедные парни Господи спаси и сохрани 🙏🙏 4. бедный парень 5. не долго вам осталось мы уже рядом 6. Миша надеюсь ты жив 7. Михаил, здоровья тебе на долгие годы."
#war,7015567355426262273,05-10-2021,@rromanovsky,Russia,🚩𝐓𝐡𝐞 𝐯𝐢𝐜𝐭𝐨𝐫𝐲 𝐢𝐬 𝐰𝐨𝐧🚩,443000,4880,5444,6.4M,"1.Советский солдат, поднял флаг победы - а национальность не важна, это уже просто срач... 2. Вот срач развели. Русский, украинец, казах.. тогда был просто советский человек , он и совершил подвиг 3. Лучшая фотография в мире получается 4. я горжусь дедами и мне пофиг кто что скажет 5. Это победа не только одного народа!
Это победа всех людей, которые сделали хоть что то для победы 6. знамя поставил Советский Солдат и Советский человек, гражданин Советского Союза 7. какая разница, кто установил флаг, главное, что его установили, а кто это сделал, особо смысла не имеет 8. пусть весь мир знает как всё было🥺"
#war,7068733486269517058,25-02-2022,@xguns.hxt,Russia,No Description,155600,785,4740,2.1M,"1.Слава Русскому народу! 2.  Береги вас бог 3. хороший клип! продолжай! 4. Помоги, Господь, установить Мир ! 5. 
Там мой старший брат. Я за него как стена!!!!! 😭 Брат 6. блин мой папа на войне 5 забрали числа((((я скучаю по нему😩 7. спасибо что вы нас защищаете🥺 8. хватить войны🥺 ребята гибнут🥺🥺 9. пацаны я вас верю но там умер мой дядя они были в бою и на наших кинули косету в отряде была 12 человек осталось 7 😭😭😭😭😭"
#war,7068211410207001858,24-02-2022,@o4kolom,Russia,No Description,1600000,19100,22900,123.4M,"1.никого не смущает пейзаж не по времени года😁 2. спаси и сохрани жалко ребят слезы душат как они устали мои тоже там уже год 3. Господи, вернитесь все домой живыми и невредимыми! пусть Бог вас бережёт ♥️🙏 4. удачи вам пацаны,возвращайтесь живыми) 5. берегите себя вы нужны вашим близким Бог помощь 6. Господи Спаси и сохрани сына моего и ребят скорейшего возвращения домой живыми и невредимыми🙏 7. парни берегите себя ,мы за вас молимся что бы вы все вернулись домой🙏 8.  Пацаны уже привыкли к стрельбе. Ребята дай бог вам силы, выдержки. 9. господи спаси и сохрани всех наших воинов ребята берегите себя вас всех ждут дома 10. ребята вернитесь дамой вас ждут дома 🤲🤲"
#war,7068727814454922497,25-02-2022,@pain.enmt,Russia,there is no war we want peace,684,130,84,49.3k,"1.господи, когда же всё закончится. люди живите в мире! земля такая большая.мы все от единого создателя. мир ВАМ люди! 2. я не хочу так я хотябы в россии 3.  славяне не сритесь 4. мы с лд когда узнали адрес матиматички😂 5. и видео с 2022 которое снимали в Харькове 6. уууу я завидую вам, домашний кинотеатр + 2 солнце , классно же
. в России такого нет 😏"
#war,7025915564816108801,02-22-2021,@rus_geograf,Russia,🇺🇦 or 🇷🇺,65100,5735,707,818k,"1.С Украиной не дружат, её юзают что бы подобраться к России ближе каммооон 2. Российские союзники на России не наживаются хотя-бы
И да, у Украины нет союзников, это все формальности 3. и это далеко не всё союзники России😏 4. Все самые крупные державы за Россию 5. За Россию КНДР, Китай, Индия, Иран, Франция, Германия, Италия, Казахстан, Болгария, Армения, Судан, Сирия, Сербия, Куба, Бразилия 6. Да уж, 3 мировая будет веселой😳 7. мы русские, с нами бог😈😈😈😈🥶"
#warincrimea,7069466797908430081,27-02-2022,@kino_kappa1,Russia,☝️☝️ #🇺🇦🤝🇷🇺,19800,202,361,704.7k,"1.истина!!! и ни один человек не пожалел об этом!!! спасибо Кадырову за такую поддержку РФ, мы едины и непобедимы!!!!! Россия вперёд!!!!!!! 2.  Рамзан Ахметович молодец 3. всё правильно 4. здравый смысл должен был победить и это прекрасно 5. конечно им выгодно и нам выгодно и это без прелюдий, честно и открыто, ты мне - я тебе, Володь, молодец. 6. господи помоги дай здоровья Рамзану 7. Точно так же мог и зеленский поити этим путем и был бы он уважаемым презедентом, а не марионеткой америки. Россия бы так бы не бросила своего как НАТО 8. Кадыров вообще 💣💯💪💪💪"
#warincrimea,7069490579972967682,27--02-2022,@anechka.10,Russia,No Description,396700,3834,2457,3M,"1.Меня аж разрывает изнутри от радости 🥺🤍💙❤️ 2. Домбас свободен 3. А некоторые почему-то говорят, что во всём виновата Россия... 4. как хорошо видеть что им за 8 лет спокойно спится 5. а сколько тех кто не дожил до этого🥺🥺🥺 ребята ваши смерти были не напрастны🥺🥺🥺🥺🥺 6.    Вы даже не представляете что мы чувствовали в день признания🥺🙏😭 Все сидели у экранов и ждали...😌😌😌 7. мы так радовались с родителями,нас наверное слышал весь Луганск 🙏💪 8. СЛАВА УКРАЇНІ 💙💛 9. Я просто зарыдала... Они наконец-то могут быть свободны и счастливы..."
#warincrimea,7069459709744499969,27-02-2022,@maxfomin672,Russia,No Description,17200,468,501,2.7M,"1.работаем парни 2.  всё понятно что ничего не понятно 3.  звук наложен на видео 🥸 4. Пояснительную бригаду срочно 😂😂😂 можно всех сразу 😂😂 5. БРАТИКУ ПАМЯТЬ СВЕТЛАЯ И ЦАРСТВИЕ НЕБЕСНОЕ! СЕСТРËНКА, ТАК БЫВАЕТ... 6. А я не понял они что у детсада, школы, спортзал стоять должны? думаю все идёт по плану!😁 7. наложенный звук 8. интересно, при стрельбе обычно прячутся, а не снимают... и когда стреляют так спокойно не стоят😂😂 9. В каком году это было ? Вопрос к автору ролика ! 😳"
#warincrimea,7023823288774216962,27-20-2021,@army.russia02,Russia,Россия в Сирии💪🏻😎,222000,1143,2971,3.4M,"1.Российкая армия самая мужественная армия в мире 2. мой брат был в Сирии,а на Украине погиб,вечная память родной наш 😥❤️❤️❤️ты навсегда будешь в сердцах 3.   Не зря говорят , что Россия 🇷🇺 духом сильна 4. Медленно но Уверено Победа за нами всем мирного неба над головой!! 5. красавцы только военные самые лучшие в России и во всём мире🥰 6. наши братцы храбрецы, просто одним своим духом задавать, кто на РОССИЮ дёрнется 7. Мы всех защищали от НАТО весь ближней восток а за нас кто пойдет кроме Сирии 8. наши ВОИНЫ, РОДНЕНЬКИЕ, ХРАНИ ВАС ГОСПОДЬ!"
#warincrimea,7070554627585953026,02-03-2022,@russian_legendary,Russia,No Description,63000,1320,7424,2.8M,"1.Великий актёр Богдан Ступка,я думаю он это сказал и сейчас!!! 2. ВОТ ,ЧТО ЗНАЧИТ РУССКИЙ ЧЕЛОВЕК!!🇷🇺 3. Жаль, что только мы русские, понимаем смысл этих слов🥺 4. Давно сказано.... а актуально во всё времена. 5. ЭТО ЗОЛОТЫЕ СЛОВА ПОЧЁТ И УВАЖЕНИЕ ЧЕСТЬ ИМЕЮ КОЛЕНО ПРИКЛОНИЛ. 6. даааа только ☝один Тарас понимал что такое Русская Земля 7. Ну не ужели же Мы не видим за кем правда и ли же за кем история, ну люди Русские отзовитесь. 8. Русский и Украинцы братья! 9. помогли вам, поляки?"
#warincrimea,7069740703433149697,28-02-2022,@_dd.ariya_,Russia,🙏🏻❤️,205700,3422,1794,3.5M,"1.Вернитесь все живыми! Храни вас Бог🙏 2. Храни вас Бог ребята! Наша Гордость! Наши Защитники!!! Вернуться всем домой здоровыми и живыми - Это Приказ от Российских мам!!!! 3. Господи спаси и сохрани ребят🙏🙏❤️ 4. Матерь Богородица Спаси и Сохрани наших ребят🙏🙏🙏🙏🙏 5. на сердце камень... быстрее бы ВСЁ это закончилось.Ждём♥️дамой 🙏 6. мальчики берегите себя,мы за каждого молимся,очень ждем вашего возвращения домой. 7. Берегите себя наши мальчишки! Вас ждут дома родные и любимые! Господь с вами! 8. Мы ждём! И верим, всё будет хорошо!"
#warincrimea,7051936617841446146,01-11-2022,@donetsk_geograf,Russia,No Description,47700,1727,351,3.6M,"1.одна Украина обосралась 2. Просрали Вы Украину 3. только Украина сдалась 4. И везде виновата россия 5. і нихто крім України револції не зробив 6. За этим всём 100% кто-то стоит 7. Это всё запад пытается всех переманить к себе. Это ведь мы нужны Европе, а не они нам. 8. Украина сильней всех пострадала 9. везде виновата США ахаха😂 10. Спасибо америка"
#russiaukrainearmy,7065308216787242241,16-02-2022,@ria_novosti,Russia,"Слухи, запущенные западными СМИ, не подтвердились - «вторжения Россси» на Украину не произошло",3983,562,93,270k,"1.Прикольно смотреть из 2023 ) 2. Теперь США скажут, что это они запугали русских и они не напали 3. вторжение . сколько раз США вторгалась на чужие земли . и все об этом благополучно молчат 4. братья украинцы не подвели, включили наш общий гимн☺️ 5.  Огласите ПЖ весь график нападения по датам, а то отпуск скорректировать не можем 6. сейчас следующие даты говорить будут 7. Сейчас США скажут: Россия проиграла войну😎Проигрыш признан в связи с не явкой на войну😂😂"
#russiaukrainearmy,7068705374551002370,25-02-2022,@v_esthetik,Russia,😁,619100,3671,10100,8.9M,"1.Гермения не за Россию и не за Украину 2. Только Германия уже не за Россию 3. потому что мы им наволяли по самый Берлин 😂 4. Ну начнём с того, что Германия не за Россию 5. она помнит до сих пор 6. германнии стало хорошо😁 7.  По сути то, только Гитллер хотел эту войну, солдатам Германии пришлось воевать 8. германия просто не хочет сново войны как в ссср"
#russiaukrainearmy,7050369333876362498,06-01-2022,@sovietzoca,Russia,Армия СССР против НАТО,6143,469,91,122.4k,"1.Разве резевр не СССР? У них в резерве было 57 млн человек 2.  Чел... У резерве СССР было 55млн человек!) 3. Ребят сравнивать не надо понятно же что ссср схавала бы с костями нато 4. Ещё с СССР был в союзе Монголия и Китай, поэтому НАТО точно превзойти не как не сможет) 5. го ОВД и все ком. страны против всего остального мира 6. Эх будем помнить её всегда! Не то что щас! Но Россия тоже сильнее страна 7. у америки лучшая авиация 8. Люксембург соло всех 9. армия одной страны сильнее всего военного блока 10. Сделай пж Китай и Россия VS НАТО. Я подписан"
#russiaukrainearmy,7068323846926945537,24-02-2022,@alinchik862,Russia,🙏🙏😔,154000,3189,2843,3.1M,"1.золотые слова войдут в историю браво 2. я за ПУТИНА 3.  за Путина, за Россию!!!🇷🇺🇷🇺🇷🇺🇷🇺 4. самый лучший в мире 5. Наш Президент лучший в мире 6. Уважаю, горжусь и верю Путину!! 7. ГОРЖУСЬ НАШИМ ПРЕЗИДЕНТОМ. 8. Он для всех Россиян свой Президент.Добрейшей души человек.А что на Украине,выхода другого не было.Фашизма нет слова Путина!!!🥰🥰 9. В. В. Путина, нам Бог подарил. Давайте этот подарок беречь. Горжусь нашим Призидентом, самый лучший Президент РФ. 👍🇷🇺✊🤝 10. За. Россию. Иза. Путина"
#russiaukrainearmy,7060968270874119425,04-02-2022,@kusixa,Russia,fact,60600,563,372,459.7k,"1.у нас мирных насть больше чем у них народу в стране 2.  давайте признаем, мы их и в этом тренде задавили 3. Дайте им написать ЕГЭ по географии 4. они поэтому и пишут ""высадите меня"" они же не знают, где Россия находится 5. А ещё все пацаны с первого класса уже придумали план по тому как будут защищать свой класс от терористов 6. мы же не просто так английский учим,как говорится язык врага надо знать… 7. ахаха пускай они сначала назовут самый большой остров в России,и покажут его,потом поговорим 8. Чую, зря они допустили, что русские это заметили😂😂"
#russiaukrainearmy,7067975229808626946,23-02-2022,@752russianarmy,Russia,less,863,16,20,61.4k,"1.сами себя бомбят и говорят,мол Украина 2. как их жалко 3. Украина — свободная страна, не контролируемая нацистами.  Россия лжет.  Ищите информацию из международных источников 4. а по сопатке 5. хай і вони тепер узнають як наші люди ховалися і гинуть під обстрілами 6. И Вам тонкого желаем 7. Наталі попизди 😏😏😏😁"
#warcrimes,7064452254358670593,13-02-2022,@ee88___,Russia,"Боец погиб от пулемётного огня немцев в августе 1943 года, при преодолении противотанкового рва",35100,354,286,3.5M,"1.Мужики СПАСИБО ВАМ ЗА ВАШ ТРУД! 2. Спасибо за то что возвращаете солдат! 3. наши солдаты ,стояли за родину на смерть.вечная память 4. Вечная память павшим за нашу Родину СССР. Спасибо Советским солдатам за жизнь 5. У деда хранилась пуля,в почку ему попала-говорил пока я её вижу,я жив. Его уже нет, но пуля хранится-что бы помнили! 6. Это пуля со смещённым центром, есть такое, зайдёт в плечо, а выйдет из бедра 7. СПАСИБО ВАМ за ПОБЕДУ!! 8. СПАСИБО ВАМ РЕБЯТА ЗА ВАШ ТРУДРУД"
#warcrimes,7068394134947515650,24-02-2022,@godblazeit,Russia,No Description,161,17,3,3054,"1.Когда на лэйзере случайно ракету в нпс пустил 2. на лейзере рассекает 3. Ам... Это как бы Украинский Миг29... Тк работают нарами (другого у Украины не осталось) и мигов 29 у России то и нет сейчас 4. Ребят это уже не смешно может кто-то погиб когда он стрелял 5. тикток не бань, поставь ограничение пж 6. Хм, не взорвалась, я думаю что это тепловая ловушка 7. так это же рядом с домом Марины 8. Ваннаби пролетел"
#warcrimes,7068251385854250241,24-02-2022,@ryohoff,Russia,"""PEOPLE, DON'T KILL EACH OTHERS""",3186,173,49,44.2k,"1.таксисты хотят. сегодня в такси ехал, мне пересказывать Соловьёва и Скабееву 2. Escuchen mi mensaje, soy un chico ruso simple que vive en el norte de rusia, pero tengo un apellido Ucraniano. No voté para la guerra en Ucrania + 3. реально, нам войны не надо. всегда считал Украину нашими родственниками, и я хочу мира всем, даже остальным странам... 4. Ну мы так же не выбирали ненависть со стороны соседних стран, но получили ее. Но все почему-то стараются извиниться, очень печально 5. мне стыдно за тех, кто не знает выражения ""право на самоопределение 6. нет войне надо говорить когда её нету а когда она есть надо своих поддерживать 7. Язык фактов "
#warcrimes,7025178903706881282,31-10-2021,@flyze_russia,Russia,No Description,118000,1820,1733,5.4M,"1.Сколько моральных сил и выдержки у этого дедушки, чтобы после всего пережитого кошмара снова надеть эту одежду с треугольником.....😢 2. Поэтому нельзя забывать эту страшную войну! 3. НИЗКИЙ ПОКЛОН ВАМ ДОРОГИЕ НАШИ ВЕТЕРАНЫ ! 4. деду низкий поклон. мама много рассказывала про войну. Вечная память . погибшим живым долгих лет жизн 5. Дед живи, иначе мы забудем что такое фашизм. уже стали забывать 6. Поэтому нельзя забывать о подвигах"
#warcrimes,7070947377716251905,03-03-2022,@rusikshow71,Russia,Рпг 29 вампир уничтожает танк т 72,3064,62,232,430k,"1.это старая запись, сирия! 2. это ваще не на Украине было, это в Сирии 3.  кто менял историю тому меняют географию 4. древняя история, ещё в Сирии 5. это я в вар тандере в рб стою на спавне врагов не понимая откуда чтреляют😂😂 6. я видел я к вам хочу блин не берет ни кто я на бехе 1 на опер ятакже могу служыл оценка конечно не5я не подвиду братья я проподу без вас! 7. я видел это патцаны кравцы 8. Леша Ты в женской одежде просто прелесть Красавчик Зая!!! 😂😂 9. танки самолёты вертолёты корабли здесь всё что тебе надо"
#warcrimes,7063019666851089665,10-02-2022,@boyrsak,Russia,вот и украинская подборка,6091,632,21,113.5k,"1.метро русская, но большая часть разрабов делали сталкер, а они украинцы 2. половина игр не Украинские 3.  метро это русская-украинская 4. варгаминг это Белоруска компания 5. я не знал что party hard украинская игра 6. метро русско- украинская или наоборот, варфейс немецкая 7. Не согласен с игрой бигфута,игра хорошоя но реально мало камьюнити 8. извените пожалуйста за тупой вопрос, но разве вселенная метро не от русских разрабов? 9.  извените пожалуйста за тупой вопрос, но разве вселенная метро не от русских разрабов?"
#warcrimes,7022350913037749506,23-10-2021,@magamukayev,Russia,Хусейн,316,14,65,20.7k,1.Царство небесное. АМИНЬ 2. последний ПЭЙГАНБАР САДДАМ ХУСЕЙН🥺🥺 3.  🥺🥺как можно потерять такого человека 4. носок тянем выше 5. он гордый был 6. сдам молодец👆
#ukrainewarfront,7069801847447489794,28-02-2022,@temalebedev,Russia,Украинский бренд,760800,5380,11300,9.8M,"1.газ кстати тоже русский,да и пишет она тоже на нашем русском...л-логика 😂 2.  Я бы от состава ужаснулась, а не от страны изготовителя😂 3. Вот же интересно, что во время войны она решила купить свитер, рискуя своей жизнью выходя на улицу🤪 и ещё об этом же написать отзыв😂😂😂 4. Какая то двойная позиция. «Одно дело, когда делается в Украине и продаётся в России». А когда наоборот, то плохо🤔 5. Зато признала что воюют 8 лет.. а то удумали отвечать, что на донбассе все спокойно было все это время… 6. Подскажите, я не в курсе: там всё настолько плохо, что люди брендом одежды гордятся?"
#ukrainewarfront,6997045331363908865,16-08-2021,@dudlhistory,Russia,No Description,2300,223,60,185.5k,"1.Прийдет время всё вернут и отдельные районы Луганской, и Донецкой области, и Крым вернут 2. Чем лаять придите и заберите. Что ссыкотно? 😅😅😅 3.  Читаем хельсинский акт 1975 года о закреплении границ. По нему все границы Сср закреплены и выход государств в том числе Украины не правомерен. 4. Ну все верно потом пришли русские отвоевали у Антанты, передали коклам, забрали у коклов. Из этой истории ясно что все меняется 5. я был в Крыму 2 раза один раз в Ялте второй раз в Феодосии 6. если по большому счету. какая вам разница если вы там не живёте. решают кто там живёт"
#ukrainewarfront,7047086922673458433,29-12-2021,@thewarwillkillyou,Russia,"Спасибо вам за 2к подписчиков, а вот и вторая часть, я старался😁",877400,2707,10500,11.9M,"1.хорошая попытка Военкомат 2. Росгвардия не раскрыта полностью. Кто мем не знает - не знает, что гномы и дварфы по контракту в рядах Росгвардии 3. храни господь пацанов 4. ЖДВ сила 💪 5. О, ЖДВ. Но мы вагоны не толкали 😃 6. Наши мужчины лучшие. Присутствует и юмор и нежность и мужество 7.  го РВСН ракетные войска у меня там папа служил"
#ukrainewarfront,7068251846456003842,24-02-2022,@awoniya_sultan,Russia,No Description,4947,250,217,326.9k,"1.Украина сама виновата 2. опять литвин со своими челенджами 😂 3. Бог намикает чтобы не воевали с Россией 😏 4. создаю на всяких группировку ""победа"" принимаем любых сталкеров 5. Вот вам смешно а мой отец в Украине умер! 6. чтоб не втыкали😅 7. молодцы наши пацаны"
#zelensky,7072018433814072578,06-03-2022,@militarylff,Russia,No Description,441200,55700,83500,48.5M,"1.Нет чесней и надёжней Российских солдат. Гордимся вами, ждём домой. ❤️❤️❤️🔥🔥🔥✊🏻✊🏻✊🏻🙏🙏🙏❤️❤️❤️ 2. Россия вперёд,слава России! 3. Удачи вам парни возвращайтесь живыми и здоровыми 4. России слава!!! 5. слава России!!! ура! 6. Россия победит всех! 7. Если бы вышли с машин, то резко все заткнулись 8. Россия вперёд!"
#zelensky,7067886171858177282,23-02-2022,@lilpeeplovvver,Russia,Крым наш))),780400,11700,10700,10.7M,"1.октябрь тоже нельзя, у меня день рождения 2. Он пишет иди лучше 8 сезон сватов сделай я в это время: чел харош 3. не до того президента звернувся/лась 4. сваты это святое 5. Кароче войны не будет 6. декабрь не трогать у меня др завтра!! 7. Гений максимально уровня 😂😂"
#zelensky,6907861946490473730,18-12-2020,@zesouul,Russia,С женой❤️🗝,642,45,22,13.9k,"1.Будьте счастливы !!!!!
Мы Вас любим и верим Вам !!! 2.  нащо. вам. тькток?😂 3. бабки бабки бабоньки,и не подавит мечта,и камнем..😅 4. Да вы чего это тоже люди!!!!!! 5. Ток мило🥰 6. семья убийц"
