Hashtags,Video ID,create_time,username,region,video_description,like_count,comment_count,share_count,view_count,Comments,Sentiments,Majority Category,Other Languages than English,Sentiment of other Language,Description Sentiments,Description_comment_match,Video_Sentiments_Inferred
#SaveUkarine,7171130457139072261,2022-11-28,@aviation.vidss,Kazakhstan,History is repeating itself. #fyp #ukraine #ukraine🇺🇦,232900,2272,1289,,1. war is war never changes 2.  tbh Ukraine rn is nothing like the trenches in ww1. 3.   Bro compared the Ukraine war to ww1 💀 4.  Ww1 is arguably the worst war to happen in history ☠️ 5.  “Don’t compare” these kids💀obviously it’s not as bad as WW1 but we have no idea how long this war will be and it looks like that already 6.  U can’t compare Ukraine to ww1 bro💀,"1) Neutral Sentiment
2) Inclined towards Ukraine
3) Inclined towards Russia
4) Inclined towards Peace
5) Inclined towards Ukraine
6) Inclined towards Ukraine",inclined towards ukraine,,,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#Ukrianewar,7198436996769926442,2023-2-10,@ukrainevictory02,Kazakhstan,What do you do when Wagner soldiers move towards your position. You politely say hello with a 40mm multi grenade luncher. They love ❤️ it #fyp #ukraine #ukrainewar #war #military #news #support #army #ukrainaarmy #bakhmut #soldier #wagner,194200,3310,3442,,1. Wow at one time a family lived there. All their stuff still inside 😳 2.  someone's home and life destroyed for a piece of land 3.  Brilliant  4.  so after you launch your grenade and expose your positon i think you and this house will skyrocket 5.  In an apartment....??? It's not strange that houses are demolished. 6.  Until they find what window thar came from.,"1) Neutral Sentiment
2) Inclined towards Peace
3) Neutral Sentiment
4) Inclined towards Ukraine
5) Neutral Sentiment
6) Neutral Sentiment",neutral sentiment,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#Ukrianewar,7231959377857547546,2023-5-11,@ondemandnews,Kazakhstan,"
#Ukrainian #Soldiers Discover #WW2 #German Remains #fyp #ukrainwar #russia #news #uknews",45400,816,2343,,1. The old guard still at their post 2.  And the pattern repeats itself… 3.  Realising that could be them in 70 -80 years 4.  literally the same trenches 5.  WAR NEVER CHANGES 6.  He’s saying not to touch it or the same outcome will come to them. They are very superstitious.,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Inclined towards Peace
6) Neutral Sentiment",neutral sentiment,,,Inclined towards Russia,unmatched,Opposite Sentiments
#Ukrianewar,7201859034129960197,2023-2-19,@bestqualitypost,Kazakhstan,#war #2023 #ukraine #sad,3365,135,134,,1. they look so tired😕☹️ 2.  my prayers go out to you🙏 3.  🙏 praying for your safety 🥰 4.  Russia has just tried TRIED to take Ukrain and now everyone is helping ukrain but what abt 🇵🇸 Israel has already take 🇵🇸 and nobody cares? 5.  stay 💪💪💪🇺🇦🇺🇦🇺🇦💛💙💛💙💯🔥 6.  Stay alive🙏we proud of you! Heroes,"1) Neutral Sentiment
2) Inclined towards Ukraine
3) Inclined towards Peace
4) Inclined towards Russia
5) Inclined towards Ukraine
6) Inclined towards Ukraine",inclined towards ukraine,,,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#Ukrianewar,7145060290206420230,2022-9-19,@lukas.younger,Kazakhstan,#war #ukraine #severodonetsk #lisichansk #sof #capcut #tt,528100,4054,7963,,1. Only in 2022 will you see war footage in the format of a Tik Tok video 2.  Are this escape from Tarkov highlights ? 3.  Gaming companies should have their major updates asap 4.  bro 5.  this is one of the hardest videos ive seen 6.  “I NEED COVERING FIREEEE” bruh hold on! I’m editing my tiktok 😂,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Neutral Sentiment",neutral sentiment,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#Ukrianewar,7317298967451307310,2023-12-27,@cnn,Kazakhstan,"Ukraine claimed to have carried out an airstrike in Crimea that destroyed a Russian Navy tank landing ship in what would be, if confirmed, the third instance of major losses of Russian military hardware in less than a week. CNN cannot independently verify the claim, but videos posted on social media showed large explosions in the Feodosia port. #ukraine #russia #war #cnn #news",3212,355,74,,"1. Crap propaganda 2.  Proving grounds for the wealthy and their toys. Slaughter grounds for prisoners and the poor. Americans are over their government.Domestic priorities! 3.  yeah excuse me😒 greatest to respectful to his Excellency Mr president joe Biden general commender army but I am now under greatest attacked from thi 4.  Слава Україні!
Glory to heroes! 5.  Good fuck putin💪 6.  Now why don't you call this ter*orism? Double standards. 🇵🇸🇵🇸🇵🇸","1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Russia
6) Inclined towards Peace",inclined towards ukraine,"4.  Слава Україні!
Glory to heroes! ",4) Inclined towards Ukraine,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#StandWithRussia,7073187835649592618,2022-3-9,@nick_morabito13,Kazakhstan,Reply to @figurehidden we don’t care #ukraine #ww3 #LinkBudsNeverOff #russia #ww3memes #istandwithukraine,2564,193,28,,"1. You stand with russia and u gonna gonna fall with russia too 2.  Glory to Ukraine 🇺🇦 3.  And we didn’t ask 4.  Stand with Russia then fall with Russia.
I stand with Ukraine 5.  also Georgia 🇬🇪 stands with Ukraine 🇺🇦💙💛 6.  Can ya please just go drop one on Putin and come home? (I can’t be the first to say this 7.  am I?)","1) Inclined towards Russia
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Russia
5) Inclined towards Ukraine
6) Inclined towards Peace
7) Neutral Sentiment",mixed sentiments,,,Inclined towards Ukraine,unmatched,Mixed Sentiments
#StandWithRussia,7291090750496853294,2023-10-17,@trifulka1975.7519rrrrrr0,Kazakhstan,No Decription,596,33,5,,1. 🤣🤣🤣🤣🤣🤣 За изобретение нового оружия 5++++!!! За юмор10++++!! Удачи вам!!! 👍👍👍👍 2.  Ребятки. 👍👍👍♥️♥️♥️ 3.  ребята вы ещё и шутите поднимаете все хорошего настроения храни вас господь🥰🥰🥰🥰🥰🥰🥰❤️❤️❤️ 4.  Удачи вам ребята.Неунывайте.Терпегия вам.Разсмешили Супер.Храни вас Господь 5.  Молодцы,"1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine",inclined towards ukraine,1. 🤣🤣🤣🤣🤣🤣 За изобретение нового оружия 5++++!!! За юмор10++++!! Удачи вам!!! 👍👍👍👍 2.  Ребятки. 👍👍👍♥️♥️♥️ 3.  ребята вы ещё и шутите поднимаете все хорошего настроения храни вас господь🥰🥰🥰🥰🥰🥰🥰❤️❤️❤️ 4.  Удачи вам ребята.Неунывайте.Терпегия вам.Разсмешили Супер.Храни вас Господь 5.  Молодцы,"1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine",Unrelated/Cannot infer sentiment towards war,unmatched,Opposite Sentiments
#RussiaInvadedUkraine,7276354181747854625,2023-9-8,@proactivethinker1,Kazakhstan,The real reason Putin invaded Ukraine #war #russia #putin #money #economy #ukrain,9730,1300,163,,1. buddy you need to update your info 2.  There only doing well bc nato is giving most of its forces to Ukraine 3.  blud is stuck in 2022 4.  its that nato is helping ukraine 5.  To stop NATO getting to near their border what do you reckon. 6.  Bruh pretty sure they have near all of the territories they wanted so how is it a failure ?,"1) Inclined towards Ukraine 
2) Inclined towards Ukraine 
3) Neutral Sentiment 
4) Inclined towards Ukraine 
5) Inclined towards Ukraine 
6) Inclined towards Russia",inclined towards russia,,,Inclined towards Russia,matched,Sentiment Matches: inclined towards russia
#RussiaInvadedUkraine,7068360281319214383,2022-2-24,@philipdefranco,Kazakhstan,16 Hours Into Russia’s Invasion Of Ukraine #ukraine #geopolitics #russia,1700000,12800,24100,,"1. Activision right now - 👀👨‍💻 2.  You said Russia bombing hospitals!!? 3.  
attacking hospitals is a war crime isn't it? 4.  Phillip thank you for the speedy updates 5.   the invasion of Poland by Germany and the soviet union is widely regarded as the start of ww2. let that sink in","1. Neutral Sentiment
2. Inclined towards Russia
3. Inclined towards Peace
4. Neutral Sentiment
5. Inclined towards Ukraine",neutral sentiment,,,"Inclined towards Ukraine
",unmatched,Opposite Sentiments
#RussiaInvadedUkraine,7068326416827501871,2022-2-24,@philipdefranco,Kazakhstan,14 Hours Into Russia’s Full Scale Invasion Of Ukraine #ukraine #geopolitics #russia,1600000,13500,24600,,"1. Maybe 2020 wasn’t so bad after all… 2.  CHIEF KEEF WHERE IS HE!!! 3.  
Can you give us a rundown on what article 4 is? 4.  50 5. 000 used to live here.... now it's a ghost town 6.  i lied i’m not gonna intervene i’m too scared","3. Neutral Sentiment
2. Inclined towards Russia
3. Neutral Sentiment
5. Unrelated/Cannot infer sentiment towards war
5. Unrelated/Cannot infer sentiment towards war
5. Unrelated/Cannot infer sentiment towards war",unrelated/cannot infer sentiment towards war,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#RussiaInvadedUkraine,7203749692080098606,2023-2-24,@nytimes,Kazakhstan,"When Russia invaded Ukraine on this day last year, its leaders thought Kyiv would fall in just 18 hours. It did not. In the Kyiv suburb of Bucha, which Vladimir Putin’s forces occupied for a month in March, especially chilling scenes of atrocities against civiilians soon emerged. Our visual investigations team used exclusive phone logs, military files and hundreds of videos to name the Russian unit and commander responsible for killing dozens of people along one street in Bucha.",9561,235,391,,1. those Russian soldiers all look so young!!! will there ever be any real justice for their victims? 2.  As bad as war is 3.  I think the coolest thing about this is how much footage there is whether it's drones or security cams 4.  Now that’s what I call war reporting. Would the NYT do this if American generals were accused of the same? 5.  Part at the beginning of the Russian soldier pointing the gun at the camera was eerie 6.  Unreal investigating 7.  These aren’t even the worst atrocities found in Bucha.,"1) Inclined towards Russia
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Neutral Sentiment
7) Inclined towards Russia",neutral sentiment,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#RussiaInvadedUkraine,7173479573722598661,2022-12-4,@websarchives,Kazakhstan,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with an estimated 8 million people being displaced within the country by late May as well as 7.8 million Ukrainians fleeing the country as of 8 November 2022. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages. The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine, totalling over $80B from 40 countries as of August 2022. Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. #ukraine #russia #ukraineinvasion #putin #zelensky",6738,498,76,,1. that was february?? didn’t feel like that long ago 2.  Going very well 😂 3.  ніби вчора було.. 4.  откуда 1 фото,"1) Neutral Sentiment
2) Inclined towards Russia
3) Neutral Sentiment
4) Unrelated/Cannot infer sentiment towards war",neutral sentiment,3.  ніби вчора було.. 4.  откуда 1 фото,"3) Neutral Sentiment
4) Unrelated/Cannot infer sentiment towards war",Inclined towards Ukraine,unmatched,Opposite Sentiments
#PrayForUkraine,7341367007444536582,2023-12-31,@miltokcover,Kazakhstan,🇺🇦🪖🦾🔥👍👊☝️🙏✌️🕊 #ukrainianarmytoday #miltokcover #armyukraine🇺🇦 #soldier🇺🇦🇺🇦🇺🇦 #power🇺🇦 #fire🇺🇦🔥 #🇺🇦cool🇺🇦 #🇺🇦revenge🇺🇦 #🇺🇦godwithme🇺🇦 #🇺🇦prayforukraine🇺🇦 #🇺🇦prayforukraine🇺🇦 #🇺🇦victory🇺🇦 #🇺🇦stopwarinukraine🇺🇦 #warzone🇺🇦🇺🇦 #🇺🇦🇺🇦україна🇺🇦 #🇺🇦🇺🇦арміяукраїни🇺🇦🇺🇦 #зсу🦾🦾 #🇺🇦длятебе🇺🇦 #🇺🇦минездамося🇺🇦 #🇺🇦богзнами🇺🇦 #перемогазанами🇺🇦🦾🦾 #🇺🇦🔥🔥🔥🔥🔥,712,22,9,,1. Дякую рідненькі за захист!🙏 2.  Вы большие молодцы. Берегите себя 3.  Божоі опіки❤️🙏 4.  ♡♡♡ДЯКYЮ ЗА ЗАХИСТ!!!!!!СЛАВА ЗСY!!!! 5.  ❤🙏💙💙💛💛✌💪 6.  😍🔥🤙🇺🇦 7.  🙏🙏🙏,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine",inclined towards ukraine,1. Дякую рідненькі за захист!🙏 2.  Вы большие молодцы. Берегите себя 3.  Божоі опіки❤️🙏 4.  ♡♡♡ДЯКYЮ ЗА ЗАХИСТ!!!!!!СЛАВА ЗСY!!!!,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine",Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#PrayForUkraine,7069128389994515718,2022-2-26,@everything.ukraine,Kazakhstan,pray for ukraine 🇺🇦❤️,652100,6170,4127,,1. this man put down his suit and picked up uniform. thats what a true leader looks like 2.  I’m not Ukrainian but I can tell you he will go down as one of the greatest presidents in our generation 3.  forever grateful for him 4.  hero?😂😂😂😂.....he's a legend 5.  went from watching him on tv laughing at his comedy shows and movies to watching him fight for his people… truly breaks my heart 💙💛 6.  True Leader right there facing the russian army with his army,"1. Inclined towards Ukraine
2. Inclined towards Ukraine
3. Inclined towards Ukraine
4. Inclined towards Ukraine
5. Inclined towards Ukraine
6. Inclined towards Ukraine",inclined towards ukraine,,,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#PrayForUkraine,7303502115031272736,2023-11-20,@strtelling,Kazakhstan,PRAYING FOR UKRAINE! #russiaisaterroristate #warinukraine #recommendations #ukraine,40200,936,443,,1. #russiaisaterroriststate 2.  Praying for you guys 🤍🤍🇺🇦🇺🇦🙏🏻🙏🏻 3.  free ukraine 4.  don’t be quiet! 5.  pain.,"1) Inclined towards Russia
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Peace
5) Neutral Sentiment",inclined towards ukraine,,,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
